"CASE_ID","CASE_PARTICIPANT_ID","RECEIVED_DATE","OFFENSE_CATEGORY","DIVERSION_PROGRAM","REFERRAL_DATE","DIVERSION_COUNT","PRIMARY_CHARGE_OFFENSE_TITLE","STATUTE","RACE","GENDER","DIVERSION_RESULT","DIVERSION_CLOSED_DATE"
"374,607,155,745","5,046,596,977,011","2018 Jul 10 12:00:00 AM","Aggravated Battery Police Officer","MHC","2021 Jan 04 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","Black","Female","Failed","2022 Apr 12 12:00:00 AM"
"382,010,089,864","5,200,901,143,696","2019 Dec 04 12:00:00 AM","Aggravated Battery Police Officer","MHC","2021 Jan 04 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","Asian","Male",,
"384,815,272,704","5,265,243,623,303","2020 Aug 12 12:00:00 AM","Narcotics","DDPP","2021 Jan 04 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Graduated","2021 Feb 17 12:00:00 AM"
"385,733,675,594","5,286,843,328,449","2020 Oct 30 12:00:00 AM","UUW - Unlawful Use of Weapon","MHC","2021 Jan 04 12:00:00 AM","1","AGGRAVATED UNLAWFUL USE OF WEAPON","720 ILCS 5/24-1.6(a)(1)","Black","Female","Failed","2024 Oct 22 12:00:00 AM"
"386,082,219,944","5,294,658,719,918","2020 Dec 04 12:00:00 AM","UUW - Unlawful Use of Weapon","RJCC","2021 Jan 04 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Black","Male","Graduated","2021 Aug 19 12:00:00 AM"
"386,355,293,097","5,300,981,880,834","2020 Sep 20 12:00:00 AM","Retail Theft","DC","2021 Jan 05 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","Black","Female",,
"381,335,311,061","5,186,168,134,482","2019 Oct 15 12:00:00 AM","Narcotics","DC","2021 Jan 06 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Failed","2023 Dec 20 12:00:00 AM"
"384,509,053,418","5,257,745,939,675","2020 Jul 13 12:00:00 AM","Possession of Stolen Motor Vehicle","BR9","2021 Jan 06 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Latinx","Female","Failed","2021 Apr 21 12:00:00 AM"
"385,600,071,176","5,283,723,260,340","2020 Oct 20 12:00:00 AM","Burglary","BR9","2021 Jan 06 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","White","Female","Failed","2022 Feb 09 12:00:00 AM"
"386,059,017,650","5,294,112,417,412","2020 Dec 02 12:00:00 AM","Narcotics","BR9","2021 Jan 06 12:00:00 AM","2","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(c)","White","Male",,
"379,450,570,873","5,145,683,078,280","2019 Jun 11 12:00:00 AM","Narcotics","DDPP","2021 Jan 07 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Female",,
"389,570,723,091","5,373,182,371,254","2021 Apr 07 12:00:00 AM","Retail Theft","BR9","2021 Jan 07 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","White","Male","Failed","2021 Nov 03 12:00:00 AM"
"357,502,985,550","4,678,245,178,744","2015 Mar 01 12:00:00 AM","Possession of Stolen Motor Vehicle","MHC","2021 Jan 08 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","White","Male",,
"364,586,696,900","4,829,319,684,720","2016 Jun 22 12:00:00 AM","Theft","MHC","2021 Jan 08 12:00:00 AM","1","THEFT","720 ILCS 5/16-1(a)(4)","White","Male","Graduated","2022 Jun 24 12:00:00 AM"
"364,873,665,931","4,835,714,246,875","2016 Jun 22 12:00:00 AM","Possession of Stolen Motor Vehicle","MHC","2021 Jan 08 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","White","Male","Graduated","2022 Jun 24 12:00:00 AM"
"378,950,956,641","5,135,254,069,353","2019 May 08 12:00:00 AM","Narcotics","DC","2021 Jan 08 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Failed","2023 Apr 12 12:00:00 AM"
"378,951,084,126","5,135,255,176,349","2019 May 08 12:00:00 AM","Narcotics","DC","2021 Jan 08 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Male","Failed","2023 Apr 12 12:00:00 AM"
"386,113,453,802","5,295,355,020,376","2020 Dec 07 12:00:00 AM","Narcotics","DDPP","2021 Jan 08 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Black","Male","Graduated","2021 Jan 08 12:00:00 AM"
"371,777,240,789","4,986,213,668,451","2017 Dec 13 12:00:00 AM","UUW - Unlawful Use of Weapon","VC","2021 Jan 11 12:00:00 AM","1","POSS FIREARM FOID REVOKED","430 ILCS 65/2(a)(1)","White","Male",,
"382,271,434,384","5,206,769,329,274","2019 Dec 18 12:00:00 AM","Narcotics","DC","2021 Jan 11 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male",,
"380,581,109,022","5,170,281,081,980","2019 Aug 27 12:00:00 AM","Narcotics","SEED","2021 Jan 12 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Latinx","Male",,
"381,698,643,687","5,193,912,124,711","2019 Nov 11 12:00:00 AM","Aggravated Battery Police Officer","MHC","2021 Jan 12 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","Latinx","Female",,
"382,514,676,016","5,212,137,152,677","2020 Jan 10 12:00:00 AM","Narcotics","SEED","2021 Jan 12 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(c)","Black","Male","Failed","2021 Feb 23 12:00:00 AM"
"374,700,984,802","5,048,504,331,048","2016 Feb 04 12:00:00 AM","Theft","BR9","2021 Jan 13 12:00:00 AM","1","THEFT","720 ILCS 5/16-1(a)(2)(A)","White","Male","Graduated","2022 Jan 26 12:00:00 AM"
"382,461,897,171","5,210,926,099,099","2020 Jan 07 12:00:00 AM","Narcotics","DDPP","2021 Jan 13 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2021 Jan 13 12:00:00 AM"
"384,346,382,390","5,253,706,511,421","2020 Jun 24 12:00:00 AM","Fraudulent ID","BR9","2021 Jan 13 12:00:00 AM","1","KNOW POSS/FRAUD/DL/PERMIT","625 ILCS 5/6-301.2(b)(1)","White","Male","Failed","2022 Feb 09 12:00:00 AM"
"385,562,335,577","5,282,911,832,302","2020 Oct 16 12:00:00 AM","Narcotics","DDPP","2021 Jan 13 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","White","Male","Graduated","2021 Jan 13 12:00:00 AM"
"385,188,549,170","5,274,318,776,172","2020 Sep 15 12:00:00 AM","Possession of Stolen Motor Vehicle","MHC","2021 Jan 14 12:00:00 AM","1","AGGRAVATED POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103.2(a)(3)","White","Male","Graduated","2023 Jun 13 12:00:00 AM"
"385,306,472,917","5,277,035,344,255","2020 Sep 24 12:00:00 AM","Possession of Stolen Motor Vehicle","BR9","2021 Jan 15 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Unknown","Unknown","Graduated","2022 May 11 12:00:00 AM"
"368,310,920,055","4,911,096,243,680","2017 Apr 04 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER//DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(2)","Black","Male","Graduated","2022 Dec 01 12:00:00 AM"
"368,311,047,540","4,911,096,797,178","2017 Apr 04 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER//DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(2)","Black","Male","Graduated","2022 Dec 01 12:00:00 AM"
"369,103,622,605","4,928,217,043,178","2017 Apr 04 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER//DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(2)","Black","Male","Graduated","2022 Dec 01 12:00:00 AM"
"376,359,183,911","5,082,871,574,084","2018 Nov 05 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Graduated","2022 Dec 01 12:00:00 AM"
"377,812,896,869","5,112,351,983,461","2019 Feb 21 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Male","Graduated","2022 Dec 01 12:00:00 AM"
"380,202,605,665","5,162,257,575,272","2019 Aug 01 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","2","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Male",,
"380,202,605,665","5,162,258,128,770","2019 Aug 01 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","2","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male",,
"385,511,851,465","5,281,771,626,465","2020 Oct 13 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Graduated","2022 Dec 01 12:00:00 AM"
"387,521,654,568","5,326,626,549,214","2021 Apr 09 12:00:00 AM","Narcotics","DC","2021 Jan 19 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Graduated","2024 May 16 12:00:00 AM"
"381,930,666,627","5,199,102,275,264","2019 Nov 27 12:00:00 AM","Possession of Stolen Motor Vehicle","DC","2021 Jan 20 12:00:00 AM","2","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","White","Female",,
"385,293,214,463","5,276,722,064,399","2020 Sep 23 12:00:00 AM","Theft","DC","2021 Jan 20 12:00:00 AM","1","CONTINUING FIN CRIME ENTRPRS","720 ILCS 5/17-10.6(h)","Black","Male",,
"383,918,414,802","5,243,045,033,343","2020 May 13 12:00:00 AM","Aggravated Fleeing and Eluding","BR9","2021 Jan 21 12:00:00 AM","2","AGGRAVATED FLEEING OR ATTEMPT TO ELUDE A PEACE OFFICER","625 ILCS 5/11-204.1(a)(1)","White","Unknown",,
"383,918,414,802","5,243,045,033,343","2020 May 13 12:00:00 AM","Aggravated Fleeing and Eluding","DC","2021 Jan 21 12:00:00 AM","1","AGGRAVATED FLEEING OR ATTEMPT TO ELUDE A PEACE OFFICER","625 ILCS 5/11-204.1(a)(1)","White","Unknown",,
"376,800,919,893","5,091,831,045,876","2018 Dec 08 12:00:00 AM","Burglary","MHC","2021 Jan 22 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","White","Male","Failed","2023 Jun 14 12:00:00 AM"
"380,515,709,149","5,168,850,843,202","2019 Aug 22 12:00:00 AM","Narcotics","MHC","2021 Jan 22 12:00:00 AM","1","[POSSESSION OF A CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(g)","White","Male",,
"380,908,108,385","5,177,288,919,897","2019 Sep 18 12:00:00 AM","Narcotics","ACT","2021 Jan 22 12:00:00 AM","1","[POSSESSION OF A CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(g)","Black","Female",,
"384,752,040,079","5,263,745,857,771","2020 Aug 06 12:00:00 AM","Retail Theft","MHC","2021 Jan 22 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","Black","Male","Failed","2021 May 14 12:00:00 AM"
"380,578,431,834","5,170,219,643,705","2019 Aug 27 12:00:00 AM","Narcotics","VC","2021 Jan 25 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male","Failed","2023 Sep 18 12:00:00 AM"
"382,504,094,750","5,211,859,850,190","2020 Jan 09 12:00:00 AM","Aggravated DUI","VC","2021 Jan 25 12:00:00 AM","1","AGGRAVATED DRIVING UNDER THE INFLUENCE OF ALCOHOL","625 ILCS 5/11-501(a)","Black","Male","Graduated","2024 Oct 07 12:00:00 AM"
"385,678,984,472","5,285,628,953,883","2020 Oct 27 12:00:00 AM","UUW - Unlawful Use of Weapon","VC","2021 Jan 25 12:00:00 AM","1","AGG UUW/UNLOADED/NO FCCA","720 ILCS 5/24-1.6(a)(1)","Latinx","Female",,
"385,816,158,474","5,288,751,235,984","2020 Nov 07 12:00:00 AM","UUW - Unlawful Use of Weapon","VC","2021 Jan 25 12:00:00 AM","1","AGG UUW/LOADED/NO FCCA/FOID","720 ILCS 5/24-1.6(a)(1)","Black","Male",,
"385,971,817,820","5,292,172,960,493","2020 Nov 23 12:00:00 AM","Burglary","BR9","2021 Jan 25 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","Unknown","Unknown","Graduated","2021 Oct 20 12:00:00 AM"
"380,876,492,072","5,176,669,555,658","2019 Sep 17 12:00:00 AM","Aggravated Battery Police Officer","MHC","2021 Jan 26 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","Latinx","Male","Failed","2022 Nov 01 12:00:00 AM"
"381,145,103,245","5,182,210,070,431","2019 Oct 02 12:00:00 AM","Forgery","VC","2021 Jan 26 12:00:00 AM","1","FORGERY","720 ILCS 5/17-3(a)(1)","Black","Male",,
"381,145,103,245","5,182,210,623,929","2019 Oct 02 12:00:00 AM","Forgery","VC","2021 Jan 26 12:00:00 AM","1","WIRE FRAUD","720 ILCS 5/17-24(b)","Black","Male",,
"386,059,017,650","5,294,112,417,412","2020 Dec 02 12:00:00 AM","Narcotics","SEED","2021 Jan 26 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(c)","White","Male",,
"386,100,705,288","5,295,076,057,394","2020 Dec 05 12:00:00 AM","Narcotics","SEED","2021 Jan 26 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Black","Male",,
"378,877,780,175","5,133,785,639,213","2019 May 02 12:00:00 AM","Bomb Threat","BR9","2021 Jan 27 12:00:00 AM","1","DISORDERLY CONDUCT","720 ILCS 5/26-1(a)(3)","Black","Male","Graduated","2021 Oct 27 12:00:00 AM"
"384,276,010,597","5,251,954,136,819","2020 Jun 16 12:00:00 AM","Theft","BR9","2021 Jan 27 12:00:00 AM","1","THEFT","720 ILCS 5/16-1(a)(1)(A)","Black","Male","Failed","2021 May 19 12:00:00 AM"
"384,647,757,241","5,261,146,631,260","2020 Jul 28 12:00:00 AM","Possession of Stolen Motor Vehicle","BR9","2021 Jan 27 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Black","Female","Graduated","2023 Feb 15 12:00:00 AM"
"381,564,401,843","5,190,884,490,764","2019 Oct 31 12:00:00 AM","Aggravated Battery Police Officer","MHC","2021 Jan 28 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(d)(4)","Black","Male",,
"382,615,389,270","5,214,416,457,356","2020 Jan 17 12:00:00 AM","Narcotics","DC","2021 Jan 28 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male",,
"383,336,955,116","5,229,862,925,466","2020 Mar 01 12:00:00 AM","Fraudulent ID","DC","2021 Jan 28 12:00:00 AM","1","POSS FRAUDULENT ID CARD","15 ILCS 335/14B(b)(1)","Asian","Female","Failed","2022 Aug 04 12:00:00 AM"
"384,921,340,334","5,267,846,724,300","2020 Aug 21 12:00:00 AM","Possession of Stolen Motor Vehicle","DC","2021 Jan 28 12:00:00 AM","1","POSSESSION OF A STOLEN MOTOR VEHICLE","625 ILCS 5/4-103(a)(1)","Asian","Female","Failed","2022 Aug 04 12:00:00 AM"
"385,510,449,128","5,281,746,165,557","2020 Oct 13 12:00:00 AM","Narcotics","DDPP","2021 Jan 28 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Female","Graduated","2021 Apr 01 12:00:00 AM"
"378,756,924,270","5,131,222,390,071","2019 Apr 25 12:00:00 AM","Narcotics","DDPP","2021 Jan 29 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER//DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(2)","Black","Male",,
"380,072,825,801","5,159,470,159,448","2019 Jul 24 12:00:00 AM","Narcotics","DDPP","2021 Jan 29 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(2)","Black","Male","Graduated","2021 Jan 29 12:00:00 AM"
"383,249,117,860","5,227,942,287,478","2020 Feb 25 12:00:00 AM","Narcotics","DC","2021 Jan 29 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male",,
"383,385,654,436","5,230,862,542,817","2020 Mar 04 12:00:00 AM","Narcotics","DDPP","2021 Jan 29 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Latinx","Male","Graduated","2021 Apr 27 12:00:00 AM"
"383,887,180,945","5,242,292,276,091","2020 May 08 12:00:00 AM","Aggravated Battery","VC","2021 Jan 29 12:00:00 AM","1","AGGRAVATED BATTERY","720 ILCS 5/12-3.05(c)","White","Male","Graduated","2023 Nov 09 12:00:00 AM"
"385,174,908,261","5,273,939,630,057","2020 Sep 14 12:00:00 AM","Narcotics","DC","2021 Feb 01 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1.5)","Black","Male","Graduated","2024 May 16 12:00:00 AM"
"386,073,550,955","5,294,448,390,686","2020 Dec 03 12:00:00 AM","Criminal Damage to Property","BR9","2021 Feb 01 12:00:00 AM","1","CRIMINAL DAMAGE TO PROPERTY","720 ILCS 5/21-1(a)(1)","Black","Female","Graduated","2021 Nov 03 12:00:00 AM"
"386,143,922,748","5,296,045,785,854","2020 Dec 09 12:00:00 AM","Narcotics","RJCC","2021 Feb 01 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(e)","White","Male","Graduated","2021 Jul 23 12:00:00 AM"
"386,140,353,164","5,295,981,580,089","2020 Dec 09 12:00:00 AM","Narcotics","DDPP","2021 Feb 03 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Female","Graduated","2021 Jun 30 12:00:00 AM"
"378,344,637,354","5,122,967,521,207","2019 Mar 22 12:00:00 AM","Narcotics","DC","2021 Feb 04 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Female",,
"378,344,637,354","5,133,307,416,959","2019 Mar 22 12:00:00 AM","Narcotics","DC","2021 Feb 04 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Female",,
"384,607,981,880","5,260,230,038,606","2020 Jul 23 12:00:00 AM","Residential Burglary","DC","2021 Feb 04 12:00:00 AM","1","RESIDENTIAL BURGLARY","720 ILCS 5/19-3(a)","Latinx","Male",,
"384,942,630,351","5,268,383,617,340","2020 Aug 24 12:00:00 AM","Escape - Failure to Return","DC","2021 Feb 04 12:00:00 AM","1","ESCAPE; FAILURE TO COMPLY WITH A CONDITION OF THE ELECTRONIC HOME MONITORING DETENTION PROGRAM","730 ILCS 5/5-8A-4.1(a)","Latinx","Male",,
"374,829,489,815","5,051,337,133,706","2018 Jul 24 12:00:00 AM","Robbery","MHC","2021 Feb 05 12:00:00 AM","1","ROBBERY","720 ILCS 5/18-1(a)","Black","Male",,
"380,166,144,917","5,161,428,435,299","2019 Jul 30 12:00:00 AM","Narcotics","DDPP","2021 Feb 05 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(c)(1)","Black","Male",,
"381,033,298,784","5,179,898,109,372","2019 Sep 25 12:00:00 AM","Narcotics","MHC","2021 Feb 05 12:00:00 AM","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/407(b)(1)","Black","Male",,
"382,498,995,344","5,211,768,523,023","2020 Jan 09 12:00:00 AM","Driving With Suspended Or Revoked License","MHC","2021 Feb 05 12:00:00 AM","1","FELONY DRIVING WHILE DRIVER?S LICENSE, PERMIT, OR PRIVILEGE TO OPERATE A MOTOR VEHICLE IS SUSPENDED OR REVOKED","625 ILCS 5/6-303(a)","Black","Male","Graduated","2023 Nov 07 12:00:00 AM"
"384,306,097,088","5,252,749,513,415","2020 Jun 20 12:00:00 AM","Criminal Damage to Property","MHC","2021 Feb 05 12:00:00 AM","1","CRIMINAL DAMAGE TO GOVERNMENT SUPPORTED PROPERTY","720 ILCS 5/21-1.01(a)(1)","Black","Male","Graduated","2021 Jul 29 12:00:00 AM"
"384,431,669,943","5,255,856,851,071","2020 Jul 05 12:00:00 AM","Burglary","MHC","2021 Feb 05 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","Black","Male","Graduated","2024 May 09 12:00:00 AM"
"384,919,045,602","5,267,801,337,466","2020 Aug 21 12:00:00 AM","Criminal Damage to Property","MHC","2021 Feb 05 12:00:00 AM","1","CRIMINAL DAMAGE TO GOVERNMENT SUPPORTED PROPERTY","720 ILCS 5/21-1.01(a)(1)","Black","Male","Graduated","2021 Jul 29 12:00:00 AM"
"386,285,941,185","5,299,448,137,933","2020 Dec 22 12:00:00 AM","Narcotics","DC","2021 Feb 07 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Failed","2024 May 28 12:00:00 AM"
"385,080,059,323","5,271,660,325,378","2020 Sep 04 12:00:00 AM","Narcotics","DDPP","2021 Feb 09 12:00:00 AM","1","METHAMPHETAMINE POSSESSION","720 ILCS 646/60(a)","Latinx","Male","Graduated","2021 Aug 03 12:00:00 AM"
"385,956,009,664","5,291,799,902,855","2020 Nov 20 12:00:00 AM","Retail Theft","BR9","2021 Feb 09 12:00:00 AM","1","RETAIL THEFT","720 ILCS 5/16-25(a)(1)","White","Female","Graduated","2021 Dec 15 12:00:00 AM"
"386,173,244,328","5,296,722,713,883","2020 Dec 11 12:00:00 AM","Theft","BR9","2021 Feb 09 12:00:00 AM","1","THEFT","720 ILCS 5/16-1(a)(1)","Latinx","Male","Graduated","2022 Jul 06 12:00:00 AM"
"386,245,018,458","5,298,526,563,798","2020 Dec 18 12:00:00 AM","Narcotics","SEED","2021 Feb 09 12:00:00 AM","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(e)","Latinx","Male",,
"380,228,485,147","5,162,763,472,425","2019 Aug 02 12:00:00 AM","Forgery","BR9","2021 Feb 10 12:00:00 AM","1","FORGERY","720 ILCS 5/17-3(a)(1)","Latinx","Male","Graduated","2022 Jun 08 12:00:00 AM"
"382,201,954,987","5,205,191,860,032","2019 Dec 18 12:00:00 AM","Narcotics","DC","2021 Feb 10 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male",,
"382,857,483,535","5,219,844,058,542","2020 Feb 03 12:00:00 AM","Narcotics","DC","2021 Feb 10 12:00:00 AM","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male",,
"383,188,052,482","5,226,618,320,311","2020 Feb 21 12:00:00 AM","Narcotics","BR9","2021 Feb 10 12:00:00 AM","2","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Failed","2021 Feb 10 12:00:00 AM"
"384,930,391,778","5,268,113,510,326","2020 Aug 22 12:00:00 AM","Narcotics","BR9","2021 Feb 10 12:00:00 AM","2","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(d)","Latinx","Male","Failed","2021 Oct 13 12:00:00 AM"
"385,015,424,361","5,270,170,308,817","2020 Aug 30 12:00:00 AM","Criminal Damage to Property","MHC","2021 Feb 10 12:00:00 AM","1","CRIMINAL DAMAGE TO GOVERNMENT SUPPORTED PROPERTY","720 ILCS 5/21-1.01(a)(1)","Black","Female",,
"386,334,767,990","5,300,531,333,479","2020 Dec 28 12:00:00 AM","Burglary","DS","2021 Feb 10 12:00:00 AM","1","BURGLARY","720 ILCS 5/19-1(a)","Latinx","Male",,
"386,770,257,201","5,309,883,788,836","2021 Feb 04 12:00:00 AM","Other Offense","BR9","2021 Feb 10 12:00:00 AM","1","UNLAWFUL POSSESSION OF TITLES AND REGISTRATION","625 ILCS 5/4-104(a)(3)","Latinx","Male","Graduated","2021 Nov 17 12:00:00 AM"
"385,667,638,296","5,285,359,953,865","2020 Oct 26 12:00:00 AM","Theft","BR9","2021 Feb 11 12:00:00 AM","1","THEFT","720 ILCS 5/16-1(a)(1)","Black","Female","Graduated","2021 Oct 27 12:00:00 AM"
